STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total,grand_total_capita
Kerala,2008,Educational Standard - Below Class X,1410,35,1445,1693,102,1795,18,0,18,2,0,2,3123,137,3260,9.897833710321377e-05
Kerala,2008,Educational Standard - Class X and above but below graduate,825,6,831,836,3,839,10,0,10,5,0,5,1676,9,1685,5.115904847205987e-05
Kerala,2008,Educational Standard - Graduate,86,2,88,188,1,189,3,0,3,0,0,0,277,3,280,8.501206867760691e-06
Kerala,2008,Educational Standard - Post-Graduate,19,0,19,15,0,15,0,0,0,0,0,0,34,0,34,1.032289405370941e-06
Kerala,2008,Educational Standard - Holding technical degree/diploma etc,98,0,98,127,0,127,0,0,0,0,0,0,225,0,225,6.831326947307698e-06
Kerala,2009,Educational Standard - Illiterate,402,29,431,599,48,647,22,0,22,0,0,0,1023,77,1100,3.323965793370199e-05
Kerala,2009,Educational Standard - Below Class X,1528,17,1545,2200,85,2285,34,0,34,0,0,0,3762,102,3864,0.00011676185295984046
Kerala,2009,Educational Standard - Class X and above but below graduate,672,6,678,998,13,1011,12,0,12,3,0,3,1685,19,1704,5.149125192638927e-05
Kerala,2009,Educational Standard - Graduate,132,1,133,95,5,100,2,0,2,0,0,0,229,6,235,7.101199649472698e-06
Kerala,2009,Educational Standard - Post-Graduate,8,0,8,7,0,7,0,0,0,0,0,0,15,0,15,4.532680627322999e-07
Kerala,2009,Educational Standard - Holding technical degree/diploma etc,25,0,25,26,2,28,0,0,0,0,0,0,51,2,53,1.6015471549874596e-06
Kerala,2010,Educational Standard - Illiterate,253,27,280,352,36,388,0,0,0,0,0,0,605,63,668,2.0090527677107927e-05
Kerala,2010,Educational Standard - Below Class X,1551,16,1567,2219,89,2308,6,0,6,3,0,3,3779,105,3884,0.00011681378667348381
Kerala,2010,Educational Standard - Class X and above but below graduate,754,6,760,1060,29,1089,0,0,0,0,0,0,1814,35,1849,5.56098587948691e-05
Kerala,2010,Educational Standard - Graduate,140,1,141,69,5,74,0,0,0,0,0,0,209,6,215,6.466262650566174e-06
Kerala,2010,Educational Standard - Post-Graduate,10,0,10,7,0,7,0,0,0,0,0,0,17,0,17,5.112858839982557e-07
Kerala,2010,Educational Standard - Holding technical degree/diploma etc,26,0,26,30,3,33,0,0,0,0,0,0,56,3,59,1.7744627738762989e-06
Kerala,2011,Educational Standard - Illiterate,233,27,260,347,37,384,0,0,0,0,0,0,580,64,644,1.9277974016643716e-05
Kerala,2011,Educational Standard - Below Class X,1277,21,1298,2158,46,2204,0,0,0,0,0,0,3435,67,3502,0.00010483146740106567
Kerala,2011,Educational Standard - Class X and above but below graduate,724,6,730,1062,27,1089,6,0,6,2,2,4,1794,35,1829,5.475064359695863e-05
Kerala,2011,Educational Standard - Graduate,120,1,121,59,5,64,2,0,2,1,0,1,182,6,188,5.627731545231396e-06
Kerala,2011,Educational Standard - Post-Graduate,10,0,10,18,0,18,0,0,0,0,0,0,28,0,28,8.381727833323355e-07
Kerala,2011,Educational Standard - Holding technical degree/diploma etc,22,0,22,16,0,16,0,0,0,0,0,0,38,0,38,1.1375202059510268e-06
Madhya Pradesh,2001,Educational Standard - Illiterate,4842,188,5030,6764,299,7063,2,0,2,15,0,15,11623,487,12110,0.0002006694505203155
Madhya Pradesh,2001,Educational Standard - Below Class X,5028,64,5092,6733,136,6869,9,0,9,10,0,10,11780,200,11980,0.00019851527805395374
Madhya Pradesh,2001,Educational Standard - Class X and above but below graduate,1554,9,1563,2269,17,2286,5,0,5,14,0,14,3842,26,3868,6.409491615297938e-05
Madhya Pradesh,2001,Educational Standard - Graduate,395,1,396,435,3,438,0,0,0,0,0,0,830,4,834,1.3819844899582422e-05
Madhya Pradesh,2001,Educational Standard - Post-Graduate,93,0,93,107,0,107,0,0,0,0,0,0,200,0,200,3.314111486710413e-06
Madhya Pradesh,2001,Educational Standard - Holding technical degree/diploma etc,21,0,21,74,0,74,0,0,0,0,0,0,95,0,95,1.574202956187446e-06
Madhya Pradesh,2002,Educational Standard - Illiterate,4971,142,5113,5264,323,5587,0,0,0,32,1,33,10267,466,10733,0.000174305207069649
Madhya Pradesh,2002,Educational Standard - Below Class X,5612,100,5712,7166,114,7280,10,0,10,19,0,19,12807,214,13021,0.00021146260143984903
Madhya Pradesh,2002,Educational Standard - Class X and above but below graduate,862,15,877,1702,18,1720,6,0,6,5,0,5,2575,33,2608,4.235423274365458e-05
Madhya Pradesh,2002,Educational Standard - Graduate,252,3,255,839,1,840,0,0,0,2,0,2,1093,4,1097,1.7815411548998878e-05
Madhya Pradesh,2002,Educational Standard - Post-Graduate,83,0,83,156,2,158,0,0,0,0,0,0,239,2,241,3.913868900007958e-06
Madhya Pradesh,2002,Educational Standard - Holding technical degree/diploma etc,17,0,17,49,1,50,0,0,0,0,0,0,66,1,67,1.0880880344420464e-06
Madhya Pradesh,2003,Educational Standard - Illiterate,5476,284,5760,6626,233,6859,0,0,0,23,0,23,12125,517,12642,0.00020129355230097542
Madhya Pradesh,2003,Educational Standard - Below Class X,5071,231,5302,4725,149,4874,5,0,5,16,0,16,9817,380,10197,0.00016236278696511996
Madhya Pradesh,2003,Educational Standard - Class X and above but below graduate,1359,25,1384,1557,64,1621,8,0,8,4,0,4,2928,89,3017,4.803849448600244e-05
Madhya Pradesh,2003,Educational Standard - Graduate,232,5,237,417,9,426,0,0,0,3,0,3,652,14,666,1.0604453870625662e-05
Madhya Pradesh,2003,Educational Standard - Post-Graduate,75,0,75,181,0,181,0,0,0,0,0,0,256,0,256,4.076186472793047e-06
Madhya Pradesh,2003,Educational Standard - Holding technical degree/diploma etc,22,0,22,32,0,32,0,0,0,0,0,0,54,0,54,8.598205841047835e-07
Madhya Pradesh,2004,Educational Standard - Illiterate,5313,185,5498,6632,292,6924,1,0,1,31,0,31,11977,477,12454,0.00019449741300012338
Madhya Pradesh,2004,Educational Standard - Below Class X,5264,55,5319,6120,125,6245,1,0,1,25,0,25,11410,180,11590,0.00018100409640849766
Madhya Pradesh,2004,Educational Standard - Class X and above but below graduate,1685,27,1712,2158,41,2199,1,0,1,20,0,20,3864,68,3932,6.140708430355589e-05
Madhya Pradesh,2004,Educational Standard - Graduate,370,1,371,248,2,250,1,0,1,5,0,5,624,3,627,9.792024887672825e-06
Madhya Pradesh,2004,Educational Standard - Post-Graduate,127,1,128,136,1,137,1,0,1,3,0,3,267,2,269,4.201044170309393e-06
Madhya Pradesh,2004,Educational Standard - Holding technical degree/diploma etc,38,0,38,22,0,22,0,0,0,0,0,0,60,0,60,9.370358744184522e-07
Madhya Pradesh,2005,Educational Standard - Illiterate,3959,190,4149,6148,345,6493,2,0,2,24,0,24,10133,535,10668,0.00016347020208521044
Madhya Pradesh,2005,Educational Standard - Below Class X,6636,90,6726,6840,138,6978,14,0,14,34,0,34,13524,228,13752,0.0002107276170862218
Madhya Pradesh,2005,Educational Standard - Class X and above but below graduate,2714,10,2724,2574,31,2605,5,0,5,16,0,16,5309,41,5350,8.1980275698901e-05
Madhya Pradesh,2005,Educational Standard - Graduate,556,3,559,658,6,664,0,0,0,3,0,3,1217,9,1226,1.8786508038664044e-05
Madhya Pradesh,2005,Educational Standard - Post-Graduate,176,4,180,199,0,199,0,0,0,0,0,0,375,4,379,5.807574671006258e-06
Madhya Pradesh,2005,Educational Standard - Holding technical degree/diploma etc,53,0,53,52,0,52,0,0,0,0,0,0,105,0,105,1.6089586819410478e-06
Madhya Pradesh,2006,Educational Standard - Illiterate,4211,173,4384,5597,243,5840,0,0,0,19,3,22,9827,419,10246,0.00015410415491633767
Madhya Pradesh,2006,Educational Standard - Below Class X,7405,149,7554,7536,155,7691,10,0,10,37,0,37,14988,304,15292,0.00022999811994735853
Madhya Pradesh,2006,Educational Standard - Class X and above but below graduate,2358,23,2381,2200,25,2225,8,0,8,14,0,14,4580,48,4628,6.960706899793195e-05
Madhya Pradesh,2006,Educational Standard - Graduate,644,3,647,680,3,683,3,0,3,5,0,5,1332,6,1338,2.012408347433728e-05
Madhya Pradesh,2006,Educational Standard - Post-Graduate,194,1,195,198,1,199,0,0,0,0,0,0,392,2,394,5.925925925925926e-06
Madhya Pradesh,2006,Educational Standard - Holding technical degree/diploma etc,54,0,54,48,0,48,0,0,0,0,0,0,102,0,102,1.5341229554427524e-06
Madhya Pradesh,2007,Educational Standard - Illiterate,4757,149,4906,4899,245,5144,4,0,4,20,0,20,9680,394,10074,0.00014876970378968447
Madhya Pradesh,2007,Educational Standard - Below Class X,8313,178,8491,7523,199,7722,20,0,20,34,0,34,15890,377,16267,0.00024022600471975355
Madhya Pradesh,2007,Educational Standard - Class X and above but below graduate,2107,39,2146,2437,32,2469,7,0,7,7,0,7,4558,71,4629,6.835963458829158e-05
Madhya Pradesh,2007,Educational Standard - Graduate,568,5,573,683,2,685,2,0,2,3,0,3,1256,7,1263,1.865159180924871e-05
Madhya Pradesh,2007,Educational Standard - Post-Graduate,147,2,149,223,2,225,1,0,1,1,0,1,372,4,376,5.552651243291777e-06
Madhya Pradesh,2007,Educational Standard - Holding technical degree/diploma etc,48,0,48,54,1,55,0,0,0,0,0,0,102,1,103,1.5210720161145028e-06
Madhya Pradesh,2008,Educational Standard - Illiterate,5164,186,5350,5555,335,5890,23,0,23,27,0,27,10769,521,11290,0.0001637577545606317
Madhya Pradesh,2008,Educational Standard - Below Class X,7469,165,7634,7962,190,8152,49,0,49,30,0,30,15510,355,15865,0.00023011663207302233
Madhya Pradesh,2008,Educational Standard - Class X and above but below graduate,2227,32,2259,3338,45,3383,28,0,28,3,0,3,5596,77,5673,8.228500811536437e-05
Madhya Pradesh,2008,Educational Standard - Graduate,496,10,506,729,12,741,2,0,2,2,0,2,1229,22,1251,1.8145345523060253e-05
Madhya Pradesh,2008,Educational Standard - Post-Graduate,173,3,176,252,2,254,1,0,1,0,0,0,426,5,431,6.251513925211007e-06
Madhya Pradesh,2008,Educational Standard - Holding technical degree/diploma etc,177,0,177,66,2,68,0,0,0,0,0,0,243,2,245,3.55364480667447e-06
Madhya Pradesh,2009,Educational Standard - Illiterate,5277,197,5474,5207,269,5476,9,0,9,33,0,33,10526,466,10992,0.0001566454613858677
Madhya Pradesh,2009,Educational Standard - Below Class X,6473,151,6624,7291,199,7490,32,0,32,35,0,35,13831,350,14181,0.00020209145632396196
Madhya Pradesh,2009,Educational Standard - Class X and above but below graduate,2603,44,2647,3473,52,3525,9,0,9,6,0,6,6091,96,6187,8.817007547255855e-05
Madhya Pradesh,2009,Educational Standard - Graduate,414,5,419,530,9,539,0,0,0,3,0,3,947,14,961,1.3695077182661833e-05
Madhya Pradesh,2009,Educational Standard - Post-Graduate,136,3,139,224,2,226,1,0,1,0,0,0,361,5,366,5.215815035228128e-06
Madhya Pradesh,2009,Educational Standard - Holding technical degree/diploma etc,64,0,64,55,0,55,0,0,0,0,0,0,119,0,119,1.695852429486741e-06
Madhya Pradesh,2010,Educational Standard - Illiterate,4251,188,4439,5380,300,5680,17,0,17,56,6,62,9704,494,10198,0.00014283093204256077
Madhya Pradesh,2010,Educational Standard - Below Class X,6729,162,6891,6338,206,6544,45,0,45,48,2,50,13160,370,13530,0.00018949818695193637
Madhya Pradesh,2010,Educational Standard - Class X and above but below graduate,2622,50,2672,3466,56,3522,21,0,21,15,1,16,6124,107,6231,8.727000760513788e-05
Madhya Pradesh,2010,Educational Standard - Graduate,374,9,383,473,11,484,3,0,3,3,0,3,853,20,873,1.2227044878716959e-05
Madhya Pradesh,2010,Educational Standard - Post-Graduate,127,3,130,214,1,215,0,0,0,0,0,0,341,4,345,4.831993680592613e-06
Madhya Pradesh,2010,Educational Standard - Holding technical degree/diploma etc,64,0,64,77,0,77,0,0,0,0,0,0,141,0,141,1.974814808590024e-06
Madhya Pradesh,2011,Educational Standard - Illiterate,3966,246,4212,4178,335,4513,16,0,16,41,1,42,8201,582,8783,0.00012093298635493687
Madhya Pradesh,2011,Educational Standard - Below Class X,8277,156,8433,7984,224,8208,59,0,59,63,0,63,16383,380,16763,0.00023080947856857643
Madhya Pradesh,2011,Educational Standard - Class X and above but below graduate,2653,38,2691,3218,53,3271,50,0,50,16,0,16,5937,91,6028,8.299943547165655e-05
Madhya Pradesh,2011,Educational Standard - Graduate,418,7,425,441,15,456,5,0,5,6,0,6,870,22,892,1.2281933716111088e-05
Madhya Pradesh,2011,Educational Standard - Post-Graduate,125,6,131,206,3,209,2,0,2,0,0,0,333,9,342,4.708992523441695e-06
Madhya Pradesh,2011,Educational Standard - Holding technical degree/diploma etc,63,1,64,44,0,44,0,0,0,0,0,0,107,1,108,1.4870502705605354e-06
Maharashtra,2001,Educational Standard - Illiterate,1491,151,1642,4484,279,4763,84,0,84,0,0,0,6059,430,6489,6.698046016164494e-05
Maharashtra,2001,Educational Standard - Below Class X,3704,112,3816,7843,225,8068,175,0,175,4,0,4,11726,337,12063,0.0001245161490106215
Maharashtra,2001,Educational Standard - Class X and above but below graduate,1061,12,1073,2115,73,2188,71,1,72,0,0,0,3247,86,3333,3.440374074876908e-05
Maharashtra,2001,Educational Standard - Graduate,142,4,146,284,5,289,27,0,27,0,0,0,453,9,462,4.768835351314526e-06
Maharashtra,2001,Educational Standard - Post-Graduate,21,0,21,86,1,87,7,0,7,0,0,0,114,1,115,1.1870477606085943e-06
Maharashtra,2001,Educational Standard - Holding technical degree/diploma etc,14,0,14,51,0,51,0,0,0,0,0,0,65,0,65,6.709400386048576e-07
Maharashtra,2002,Educational Standard - Illiterate,1450,66,1516,3815,309,4124,23,0,23,0,0,0,5288,375,5663,5.7534149153954394e-05
Maharashtra,2002,Educational Standard - Below Class X,4018,227,4245,6589,212,6801,155,5,160,0,0,0,10762,444,11206,0.00011384913922288768
Maharashtra,2002,Educational Standard - Class X and above but below graduate,1132,11,1143,2493,64,2557,100,1,101,0,0,0,3725,76,3801,3.861686401804355e-05
Maharashtra,2002,Educational Standard - Graduate,171,7,178,489,25,514,18,2,20,0,0,0,678,34,712,7.2336772377919e-06
Maharashtra,2002,Educational Standard - Post-Graduate,64,0,64,204,24,228,1,0,1,0,0,0,269,24,293,2.976780099259869e-06
Maharashtra,2002,Educational Standard - Holding technical degree/diploma etc,52,0,52,279,14,293,2,0,2,0,0,0,333,14,347,3.5254016875193668e-06
Maharashtra,2003,Educational Standard - Illiterate,2006,98,2104,3650,418,4068,19,0,19,0,0,0,5675,516,6191,6.192362319710336e-05
Maharashtra,2003,Educational Standard - Below Class X,3973,261,4234,8202,257,8459,102,1,103,17,0,17,12294,519,12813,0.00012815819480285664
Maharashtra,2003,Educational Standard - Class X and above but below graduate,1488,27,1515,2138,36,2174,53,0,53,3,0,3,3682,63,3745,3.745824081297886e-05
Maharashtra,2003,Educational Standard - Graduate,251,4,255,477,9,486,10,0,10,1,0,1,739,13,752,7.5216547640480904e-06
Maharashtra,2003,Educational Standard - Post-Graduate,70,0,70,168,1,169,3,0,3,0,0,0,241,1,242,2.420532517153774e-06
Maharashtra,2003,Educational Standard - Holding technical degree/diploma etc,37,0,37,141,7,148,1,0,1,0,0,0,179,7,186,1.8604092900438096e-06
Maharashtra,2004,Educational Standard - Illiterate,2405,231,2636,3530,468,3998,18,0,18,4,0,4,5957,699,6656,6.555859249956909e-05
Maharashtra,2004,Educational Standard - Below Class X,3891,239,4130,7327,245,7572,101,0,101,32,0,32,11351,484,11835,0.00011656940237866588
Maharashtra,2004,Educational Standard - Class X and above but below graduate,1626,8,1634,3402,27,3429,29,0,29,1,0,1,5058,35,5093,5.0163748738026644e-05
Maharashtra,2004,Educational Standard - Graduate,360,6,366,452,31,483,13,0,13,0,0,0,825,37,862,8.49031050700549e-06
Maharashtra,2004,Educational Standard - Post-Graduate,110,0,110,174,0,174,6,0,6,0,0,0,290,0,290,2.856368964073773e-06
Maharashtra,2004,Educational Standard - Holding technical degree/diploma etc,55,0,55,127,1,128,3,0,3,0,0,0,185,1,186,1.8320159562680062e-06
Maharashtra,2005,Educational Standard - Illiterate,2084,107,2191,3212,383,3595,11,0,11,3,0,3,5310,490,5800,5.626861472491438e-05
Maharashtra,2005,Educational Standard - Below Class X,4430,211,4641,8714,374,9088,117,0,117,18,0,18,13279,585,13864,0.00013450139216314018
Maharashtra,2005,Educational Standard - Class X and above but below graduate,1837,145,1982,2469,85,2554,66,0,66,0,0,0,4372,230,4602,4.4646235338630344e-05
Maharashtra,2005,Educational Standard - Graduate,348,0,348,493,20,513,32,1,33,0,0,0,873,21,894,8.673127855874735e-06
Maharashtra,2005,Educational Standard - Post-Graduate,46,0,46,123,0,123,3,0,3,0,0,0,172,0,172,1.6686554711526334e-06
Maharashtra,2005,Educational Standard - Holding technical degree/diploma etc,21,0,21,73,0,73,5,0,5,0,0,0,99,0,99,9.604470444425041e-07
Maharashtra,2006,Educational Standard - Illiterate,1388,266,1654,3150,539,3689,28,0,28,1,0,1,4567,805,5372,5.134454464213177e-05
Maharashtra,2006,Educational Standard - Below Class X,4730,133,4863,8034,276,8310,113,0,113,0,0,0,12877,409,13286,0.00012698503725155672
Maharashtra,2006,Educational Standard - Class X and above but below graduate,2173,48,2221,3325,83,3408,96,1,97,0,0,0,5594,132,5726,5.472800867848968e-05
Maharashtra,2006,Educational Standard - Graduate,293,2,295,601,12,613,29,0,29,0,0,0,923,14,937,8.955666107534898e-06
Maharashtra,2006,Educational Standard - Post-Graduate,66,0,66,193,1,194,7,0,7,0,0,0,266,1,267,2.5519347392868917e-06
Maharashtra,2006,Educational Standard - Holding technical degree/diploma etc,50,0,50,151,0,151,0,0,0,0,0,0,201,0,201,1.921119410474402e-06
Maharashtra,2007,Educational Standard - Illiterate,1404,274,1678,3784,419,4203,21,0,21,0,0,0,5209,693,5902,5.558694996986136e-05
Maharashtra,2007,Educational Standard - Below Class X,4881,186,5067,7265,346,7611,60,1,61,0,0,0,12206,533,12739,0.00011998003315250151
Maharashtra,2007,Educational Standard - Class X and above but below graduate,1870,34,1904,3217,49,3266,49,0,49,0,0,0,5136,83,5219,4.9154234478601565e-05
Maharashtra,2007,Educational Standard - Graduate,435,5,440,772,25,797,18,0,18,0,0,0,1225,30,1255,1.1819996986136226e-05
Maharashtra,2007,Educational Standard - Post-Graduate,67,9,76,463,2,465,3,0,3,0,0,0,533,11,544,5.123568414707655e-06
Maharashtra,2007,Educational Standard - Holding technical degree/diploma etc,35,3,38,195,0,195,0,0,0,0,0,0,230,3,233,2.1944695599758892e-06
Maharashtra,2008,Educational Standard - Illiterate,1525,205,1730,3834,520,4354,30,0,30,0,0,0,5389,725,6114,5.675536432878009e-05
Maharashtra,2008,Educational Standard - Below Class X,4542,212,4754,6654,302,6956,60,1,61,0,0,0,11256,515,11771,0.0001092684647553272
Maharashtra,2008,Educational Standard - Class X and above but below graduate,2186,69,2255,3719,88,3807,15,1,16,0,0,0,5920,158,6078,5.6421181614381e-05
Maharashtra,2008,Educational Standard - Graduate,278,10,288,700,20,720,3,0,3,0,0,0,981,30,1011,9.384964562707994e-06
Maharashtra,2008,Educational Standard - Post-Graduate,73,3,76,481,4,485,0,0,0,0,0,0,554,7,561,5.207680632719273e-06
Maharashtra,2008,Educational Standard - Holding technical degree/diploma etc,61,0,61,230,2,232,3,0,3,0,0,0,294,2,296,2.7477245406148032e-06
Maharashtra,2009,Educational Standard - Illiterate,1479,238,1717,4008,470,4478,11,0,11,0,0,0,5498,708,6206,5.679249599633951e-05
Maharashtra,2009,Educational Standard - Below Class X,3967,164,4131,6474,304,6778,59,0,59,0,0,0,10500,468,10968,0.00010037062457103637
Maharashtra,2009,Educational Standard - Class X and above but below graduate,2175,119,2294,3750,132,3882,11,0,11,0,0,0,5936,251,6187,5.6618622740791584e-05
Maharashtra,2009,Educational Standard - Graduate,352,7,359,629,39,668,1,0,1,0,0,0,982,46,1028,9.407458247540608e-06
Maharashtra,2009,Educational Standard - Post-Graduate,90,1,91,231,5,236,0,0,0,0,0,0,321,6,327,2.9924502402196294e-06
Maharashtra,2009,Educational Standard - Holding technical degree/diploma etc,30,0,30,135,3,138,0,0,0,0,0,0,165,3,168,1.5374056280027454e-06
Maharashtra,2010,Educational Standard - Illiterate,1113,171,1284,3588,324,3912,2,1,3,0,0,0,4703,496,5199,4.691200952857897e-05
Maharashtra,2010,Educational Standard - Below Class X,4193,169,4362,6834,255,7089,50,0,50,0,0,0,11077,424,11501,0.00010377669197695455
Maharashtra,2010,Educational Standard - Graduate,296,6,302,698,29,727,5,1,6,0,0,0,999,36,1035,9.339090183127377e-06
Maharashtra,2010,Educational Standard - Post-Graduate,78,0,78,295,0,295,0,0,0,0,0,0,373,0,373,3.365681776141557e-06
Maharashtra,2010,Educational Standard - Holding technical degree/diploma etc,23,0,23,78,0,78,0,0,0,0,0,0,101,0,101,9.113508294646039e-07
Maharashtra,2011,Educational Standard - Illiterate,1119,134,1253,2515,280,2795,2,0,2,0,0,0,3636,414,4050,3.604036520903412e-05
Maharashtra,2011,Educational Standard - Below Class X,4386,221,4607,7133,522,7655,56,0,56,0,0,0,11575,743,12318,0.00010961610336910673
Maharashtra,2011,Educational Standard - Class X and above but below graduate,1654,97,1751,4498,94,4592,7,0,7,0,0,0,6159,191,6350,5.650773310552263e-05
Maharashtra,2011,Educational Standard - Graduate,253,9,262,733,19,752,1,0,1,0,0,0,987,28,1015,9.032338441276451e-06
Maharashtra,2011,Educational Standard - Post-Graduate,55,0,55,242,0,242,0,0,0,0,0,0,297,0,297,2.6429601153291686e-06
Maharashtra,2011,Educational Standard - Holding technical degree/diploma etc,24,0,24,28,0,28,0,0,0,0,0,0,52,0,52,4.6274049157278375e-07
Manipur,2001,Educational Standard - Illiterate,3,0,3,24,3,27,8,0,8,0,0,0,35,3,38,1.6564952048823017e-05
Manipur,2001,Educational Standard - Below Class X,17,0,17,230,10,240,50,2,52,0,0,0,297,12,309,0.00013469921534437664
Manipur,2001,Educational Standard - Class X and above but below graduate,2,0,2,73,0,73,25,7,32,0,0,0,100,7,107,4.664341761115955e-05
Manipur,2001,Educational Standard - Graduate,0,0,0,4,0,4,2,1,3,0,0,0,6,1,7,3.051438535309503e-06
Manipur,2001,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4.359197907585004e-07
Manipur,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manipur,2002,Educational Standard - Illiterate,1,1,2,14,2,16,5,2,7,0,0,0,20,5,25,1.063739256233512e-05
Manipur,2002,Educational Standard - Below Class X,30,0,30,299,19,318,60,2,62,0,0,0,389,21,410,0.00017445323802229597
Manipur,2002,Educational Standard - Class X and above but below graduate,3,0,3,21,0,21,45,2,47,0,0,0,69,2,71,3.021019487703174e-05
Manipur,2002,Educational Standard - Graduate,2,0,2,5,0,5,3,0,3,0,0,0,10,0,10,4.2549570249340485e-06
Manipur,2002,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manipur,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manipur,2003,Educational Standard - Illiterate,2,1,3,51,5,56,8,1,9,0,0,0,61,7,68,2.8257978723404256e-05
Manipur,2003,Educational Standard - Below Class X,26,0,26,218,11,229,74,6,80,0,0,0,318,17,335,0.0001392121010638298
Manipur,2003,Educational Standard - Class X and above but below graduate,3,0,3,58,2,60,43,1,44,0,0,0,104,3,107,4.446476063829787e-05
Manipur,2003,Educational Standard - Graduate,1,0,1,15,0,15,4,0,4,0,0,0,20,0,20,8.311170212765958e-06
Manipur,2003,Educational Standard - Post-Graduate,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,8.311170212765957e-07
Manipur,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manipur,2004,Educational Standard - Illiterate,8,0,8,16,3,19,2,0,2,0,0,0,26,3,29,1.17761715260294e-05
Manipur,2004,Educational Standard - Below Class X,17,0,17,243,14,257,31,0,31,0,0,0,291,14,305,0.00012385283846341267
Manipur,2004,Educational Standard - Class X and above but below graduate,4,0,4,61,4,65,32,2,34,0,0,0,97,6,103,4.1825712661414765e-05
Manipur,2004,Educational Standard - Graduate,2,0,2,18,0,18,7,0,7,0,0,0,27,0,27,1.0964021765613578e-05
Manipur,2004,Educational Standard - Post-Graduate,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.0607488020791033e-07
Manipur,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manipur,2005,Educational Standard - Illiterate,3,0,3,41,1,42,5,1,6,0,0,0,49,2,51,2.024773701762744e-05
Manipur,2005,Educational Standard - Below Class X,21,0,21,185,3,188,56,5,61,0,0,0,262,8,270,0.00010719390185802763
Manipur,2005,Educational Standard - Class X and above but below graduate,2,0,2,121,14,135,29,1,30,0,0,0,152,15,167,6.630141337144672e-05
Manipur,2005,Educational Standard - Graduate,4,0,4,24,0,24,5,0,5,0,0,0,33,0,33,1.3101476893758933e-05
Manipur,2005,Educational Standard - Post-Graduate,0,0,0,3,1,4,0,0,0,0,0,0,3,1,4,1.588057805304113e-06
Manipur,2005,Educational Standard - Holding technical degree/diploma etc,1,0,1,2,0,2,1,0,1,0,0,0,4,0,4,1.588057805304113e-06
Manipur,2006,Educational Standard - Illiterate,0,0,0,20,1,21,1,0,1,0,0,0,21,1,22,8.54368932038835e-06
Manipur,2006,Educational Standard - Below Class X,30,0,30,248,14,262,32,0,32,0,0,0,310,14,324,0.00012582524271844661
Manipur,2006,Educational Standard - Class X and above but below graduate,0,0,0,34,0,34,9,0,9,0,0,0,43,0,43,1.669902912621359e-05
Manipur,2006,Educational Standard - Graduate,2,0,2,6,0,6,0,0,0,0,0,0,8,0,8,3.1067961165048544e-06
Manipur,2006,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manipur,2006,Educational Standard - Holding technical degree/diploma etc,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.883495145631068e-07
Manipur,2007,Educational Standard - Illiterate,3,0,3,50,0,50,6,0,6,0,0,0,59,0,59,2.2423228944968075e-05
Manipur,2007,Educational Standard - Below Class X,47,0,47,146,6,152,81,3,84,0,0,0,274,9,283,0.0001075554879902706
Manipur,2007,Educational Standard - Class X and above but below graduate,3,0,3,27,0,27,34,0,34,0,0,0,64,0,64,2.432350258437215e-05
Manipur,2007,Educational Standard - Graduate,2,0,2,11,0,11,8,1,9,0,0,0,21,1,22,8.361204013377926e-06
Manipur,2007,Educational Standard - Post-Graduate,0,0,0,7,0,7,1,0,1,0,0,0,8,0,8,3.040437823046519e-06
Manipur,2007,Educational Standard - Holding technical degree/diploma etc,1,0,1,5,0,5,2,0,2,0,0,0,8,0,8,3.040437823046519e-06
Manipur,2008,Educational Standard - Illiterate,4,0,4,35,3,38,6,2,8,0,0,0,45,5,50,1.860534345464017e-05
Manipur,2008,Educational Standard - Below Class X,27,0,27,118,14,132,136,8,144,0,0,0,281,22,303,0.00011274838133511945
Manipur,2008,Educational Standard - Class X and above but below graduate,1,0,1,63,0,63,8,0,8,0,0,0,72,0,72,2.679169457468185e-05
Manipur,2008,Educational Standard - Graduate,3,0,3,25,0,25,0,0,0,0,0,0,28,0,28,1.0418992334598497e-05
Manipur,2008,Educational Standard - Post-Graduate,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,2.604748083649624e-06
Manipur,2008,Educational Standard - Holding technical degree/diploma etc,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5,1.8605343454640173e-06
